id;Music;Hiphop, Rap;Raggae;Swing, Jazz;Movies;Comedy;Romantic;Sci-fi;War;Fantasy/Fairy tales;Documentary;Western;History;Psychology;Politics;Reading;Languages;Musical instruments;Writing;Sport;Celebrities;Science and technology;Theatre;Age;Gender;clusters
405;4.0;1.0;4.0;3.0;5.0;5.0;4.0;1.0;2.0;5.0;4.0;2.0;2.0;2.0;1.0;3.0;5.0;4.0;1.0;1.0;1.0;3.0;5.0;19.0;1;4
406;5.0;5.0;5.0;1.0;5.0;5.0;2.0;2.0;3.0;3.0;5.0;3.0;4.0;1.0;5.0;3.0;5.0;1.0;1.0;5.0;1.0;3.0;1.0;22.0;0;5
407;5.0;1.0;3.0;3.0;4.0;5.0;3.0;2.0;3.0;3.0;4.0;3.0;3.0;3.0;4.0;3.0;4.0;2.0;3.0;3.0;3.0;4.0;4.0;29.0;0;2
408;5.0;3.0;3.0;1.0;5.0;4.0;5.0;1.0;1.0;4.0;2.0;1.0;1.0;3.0;1.0;3.0;4.0;1.0;1.0;1.0;1.0;1.0;3.0;18.0;1;1
409;5.0;2.0;3.0;2.0;3.0;4.0;5.0;1.0;3.0;3.0;2.0;2.0;2.0;3.0;1.0;1.0;5.0;1.0;1.0;1.0;3.0;3.0;2.0;22.0;1;3
410;5.0;2.0;4.0;4.0;5.0;5.0;3.0;3.0;4.0;3.0;4.0;4.0;5.0;2.0;3.0;5.0;5.0;1.0;1.0;3.0;2.0;4.0;4.0;17.0;1;4
411;4.0;4.0;2.0;1.0;5.0;5.0;4.0;2.0;1.0;3.0;2.0;1.0;1.0;2.0;3.0;1.0;3.0;1.0;1.0;2.0;2.0;1.0;2.0;20.0;1;1
412;5.0;4.0;4.0;2.0;5.0;5.0;3.0;4.0;3.0;5.0;3.0;3.0;3.0;2.0;2.0;2.0;4.0;1.0;1.0;3.0;3.0;5.0;2.0;22.0;0;2
413;4.0;3.0;3.0;2.0;4.0;5.0;5.0;2.0;1.0;3.0;2.0;1.0;4.0;3.0;2.0;3.0;3.0;3.0;1.0;1.0;3.0;2.0;5.0;19.0;1;3
414;5.0;2.0;5.0;3.0;5.0;5.0;3.0;5.0;4.0;4.0;4.0;3.0;3.0;3.0;2.0;2.0;2.0;1.0;1.0;5.0;1.0;5.0;1.0;20.0;0;5
415;3.0;1.0;1.0;1.0;3.0;5.0;2.0;2.0;2.0;1.0;4.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;3.0;2.0;1.0;2.0;1.0;25.0;0;5
416;5.0;1.0;1.0;1.0;5.0;4.0;3.0;1.0;1.0;4.0;5.0;1.0;5.0;3.0;2.0;5.0;3.0;4.0;3.0;1.0;1.0;1.0;2.0;29.0;0;2
417;5.0;3.0;4.0;3.0;4.0;5.0;5.0;2.0;3.0;5.0;3.0;1.0;4.0;5.0;3.0;5.0;3.0;5.0;3.0;3.0;4.0;2.0;3.0;18.0;1;4
418;5.0;3.0;3.0;5.0;5.0;5.0;4.0;1.0;1.0;3.0;4.0;1.0;3.0;3.0;1.0;5.0;3.0;1.0;4.0;3.0;2.0;3.0;2.0;20.0;1;1
419;5.0;2.0;2.0;2.0;5.0;3.0;1.0;4.0;4.0;1.0;2.0;2.0;2.0;2.0;2.0;5.0;5.0;3.0;5.0;1.0;2.0;3.0;5.0;30.0;0;4
420;5.0;3.0;3.0;4.0;5.0;5.0;3.0;3.0;2.0;4.0;3.0;2.0;2.0;3.0;3.0;3.0;4.0;4.0;1.0;2.0;2.0;4.0;3.0;20.0;1;3
421;5.0;4.0;3.0;4.0;5.0;5.0;5.0;5.0;2.0;5.0;5.0;3.0;3.0;2.0;3.0;4.0;5.0;3.0;1.0;3.0;2.0;4.0;5.0;21.0;1;4
422;3.0;4.0;4.0;3.0;5.0;5.0;4.0;4.0;2.0;2.0;3.0;1.0;4.0;2.0;4.0;3.0;1.0;1.0;2.0;3.0;2.0;3.0;2.0;22.0;0;2
423;5.0;3.0;2.0;4.0;5.0;5.0;5.0;2.0;1.0;5.0;3.0;1.0;3.0;4.0;1.0;3.0;4.0;2.0;2.0;2.0;3.0;5.0;1.0;20.0;1;1
424;5.0;1.0;3.0;5.0;5.0;5.0;3.0;3.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;5.0;1.0;1.0;1.0;4.0;4.0;1.0;19.0;1;1
425;3.0;3.0;2.0;3.0;5.0;5.0;4.0;3.0;3.0;4.0;4.0;2.0;4.0;5.0;4.0;4.0;5.0;1.0;1.0;4.0;5.0;3.0;5.0;28.0;1;4
426;5.0;3.0;3.0;5.0;5.0;4.0;2.0;4.0;4.0;3.0;4.0;4.0;5.0;2.0;5.0;5.0;5.0;4.0;2.0;5.0;1.0;5.0;4.0;22.0;0;2
427;5.0;3.0;5.0;2.0;5.0;5.0;2.0;1.0;5.0;5.0;4.0;1.0;5.0;4.0;5.0;5.0;5.0;1.0;3.0;5.0;3.0;5.0;3.0;20.0;1;4
428;4.0;5.0;1.0;1.0;1.0;5.0;5.0;1.0;1.0;5.0;1.0;1.0;1.0;5.0;1.0;1.0;4.0;1.0;1.0;5.0;4.0;1.0;1.0;16.0;1;1
429;5.0;3.0;2.0;2.0;5.0;5.0;4.0;4.0;2.0;4.0;4.0;1.0;2.0;3.0;2.0;2.0;4.0;3.0;1.0;5.0;3.0;3.0;3.0;19.0;1;1
430;5.0;1.0;2.0;3.0;5.0;3.0;5.0;2.0;5.0;5.0;5.0;2.0;5.0;5.0;2.0;5.0;5.0;4.0;5.0;2.0;4.0;2.0;5.0;20.0;1;4
431;5.0;5.0;2.0;2.0;5.0;4.0;2.0;3.0;4.0;2.0;3.0;2.0;3.0;1.0;3.0;1.0;2.0;1.0;1.0;3.0;2.0;5.0;2.0;21.0;0;5
432;5.0;1.0;4.0;5.0;5.0;5.0;5.0;3.0;3.0;3.0;3.0;1.0;2.0;4.0;2.0;3.0;4.0;1.0;1.0;3.0;3.0;2.0;3.0;19.0;1;1
433;5.0;2.0;2.0;1.0;5.0;4.0;3.0;3.0;2.0;3.0;2.0;1.0;2.0;2.0;2.0;4.0;4.0;3.0;1.0;1.0;4.0;3.0;3.0;20.0;1;3
434;3.0;2.0;2.0;2.0;4.0;4.0;4.0;2.0;2.0;5.0;4.0;2.0;3.0;3.0;4.0;3.0;2.0;2.0;1.0;1.0;2.0;2.0;1.0;25.0;1;3
435;5.0;1.0;3.0;5.0;3.0;5.0;3.0;3.0;3.0;1.0;5.0;2.0;3.0;5.0;3.0;3.0;3.0;5.0;3.0;4.0;1.0;3.0;5.0;20.0;1;4
436;5.0;1.0;3.0;2.0;5.0;4.0;3.0;2.0;4.0;5.0;4.0;2.0;4.0;4.0;3.0;5.0;5.0;4.0;1.0;1.0;1.0;2.0;3.0;19.0;1;4
437;5.0;1.0;2.0;2.0;5.0;5.0;5.0;5.0;5.0;5.0;4.0;1.0;4.0;4.0;3.0;5.0;4.0;5.0;2.0;1.0;3.0;3.0;3.0;19.0;1;4
438;5.0;2.0;2.0;4.0;4.0;3.0;5.0;1.0;5.0;2.0;4.0;1.0;3.0;2.0;2.0;4.0;5.0;5.0;1.0;5.0;2.0;2.0;2.0;21.0;1;3
439;5.0;3.0;3.0;4.0;5.0;4.0;2.0;5.0;5.0;5.0;3.0;5.0;2.0;1.0;4.0;1.0;4.0;3.0;1.0;3.0;1.0;5.0;1.0;22.0;0;2
440;5.0;1.0;1.0;1.0;5.0;5.0;5.0;5.0;3.0;5.0;5.0;4.0;4.0;4.0;1.0;1.0;4.0;5.0;1.0;1.0;3.0;5.0;2.0;28.0;1;1
441;5.0;5.0;2.0;1.0;5.0;5.0;3.0;4.0;5.0;4.0;3.0;1.0;3.0;3.0;3.0;3.0;4.0;3.0;1.0;3.0;5.0;5.0;1.0;21.0;1;1
442;5.0;3.0;3.0;2.0;5.0;5.0;3.0;4.0;3.0;3.0;4.0;5.0;2.0;3.0;2.0;2.0;2.0;1.0;1.0;5.0;3.0;4.0;1.0;20.0;0;5
443;5.0;5.0;1.0;1.0;5.0;5.0;2.0;3.0;3.0;2.0;3.0;2.0;2.0;3.0;3.0;1.0;2.0;1.0;1.0;5.0;1.0;4.0;1.0;19.0;0;5
444;5.0;2.0;5.0;4.0;4.0;3.0;2.0;4.0;1.0;5.0;5.0;3.0;3.0;4.0;2.0;2.0;2.0;5.0;1.0;5.0;2.0;4.0;4.0;21.0;1;4
445;4.0;4.0;3.0;3.0;4.0;5.0;4.0;3.0;1.0;5.0;4.0;3.0;5.0;1.0;1.0;4.0;5.0;5.0;1.0;5.0;1.0;1.0;1.0;16.0;1;1
446;5.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;3.0;4.0;2.0;3.0;4.0;1.0;1.0;5.0;1.0;5.0;5.0;22.0;0;2
447;5.0;4.0;4.0;4.0;5.0;5.0;4.0;4.0;2.0;4.0;3.0;3.0;2.0;3.0;1.0;2.0;5.0;2.0;1.0;4.0;1.0;5.0;4.0;19.0;0;2
448;5.0;1.0;1.0;2.0;4.0;5.0;5.0;5.0;1.0;3.0;1.0;1.0;1.0;1.0;5.0;5.0;5.0;5.0;5.0;1.0;5.0;5.0;2.0;22.0;1;1
449;5.0;3.0;2.0;1.0;4.0;5.0;3.0;3.0;3.0;4.0;3.0;2.0;2.0;1.0;4.0;3.0;3.0;1.0;1.0;5.0;3.0;4.0;3.0;20.0;0;5
450;5.0;1.0;2.0;1.0;5.0;5.0;3.0;3.0;5.0;5.0;5.0;4.0;3.0;2.0;1.0;2.0;3.0;5.0;2.0;1.0;3.0;2.0;3.0;22.0;0;2
451;5.0;1.0;2.0;3.0;5.0;5.0;1.0;4.0;4.0;1.0;3.0;5.0;3.0;4.0;3.0;1.0;4.0;2.0;1.0;1.0;3.0;2.0;4.0;19.0;0;5
452;5.0;4.0;3.0;3.0;4.0;5.0;3.0;3.0;2.0;5.0;5.0;1.0;3.0;4.0;3.0;5.0;4.0;1.0;1.0;5.0;3.0;2.0;2.0;18.0;1;1
453;5.0;4.0;4.0;2.0;4.0;4.0;2.0;3.0;5.0;2.0;4.0;2.0;4.0;2.0;2.0;1.0;4.0;1.0;1.0;5.0;1.0;2.0;1.0;19.0;0;5
454;5.0;4.0;4.0;2.0;5.0;5.0;5.0;3.0;2.0;3.0;4.0;2.0;4.0;3.0;3.0;3.0;5.0;1.0;1.0;4.0;3.0;3.0;3.0;23.0;1;4
455;5.0;3.0;3.0;4.0;5.0;5.0;4.0;1.0;1.0;5.0;4.0;1.0;3.0;4.0;1.0;2.0;3.0;5.0;3.0;1.0;4.0;3.0;3.0;20.0;1;1
456;5.0;3.0;3.0;3.0;5.0;5.0;4.0;3.0;3.0;4.0;3.0;2.0;2.0;3.0;4.0;3.0;4.0;1.0;1.0;4.0;2.0;3.0;4.0;18.0;1;3
457;3.0;3.0;3.0;3.0;4.0;5.0;3.0;2.0;2.0;2.0;3.0;2.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;5.0;2.0;3.0;4.0;28.0;1;3
458;5.0;5.0;5.0;3.0;5.0;5.0;3.0;4.0;4.0;5.0;3.0;2.0;4.0;3.0;3.0;2.0;2.0;4.0;1.0;5.0;2.0;5.0;3.0;21.0;0;5
459;5.0;5.0;1.0;3.0;5.0;5.0;2.0;5.0;3.0;4.0;5.0;1.0;2.0;3.0;2.0;1.0;3.0;1.0;1.0;5.0;1.0;5.0;1.0;20.0;0;5
460;5.0;1.0;1.0;2.0;4.0;3.0;2.0;2.0;3.0;4.0;4.0;2.0;5.0;3.0;5.0;1.0;4.0;1.0;1.0;1.0;2.0;2.0;1.0;20.0;0;5
461;5.0;1.0;1.0;1.0;4.0;5.0;3.0;3.0;1.0;3.0;5.0;1.0;5.0;5.0;2.0;2.0;4.0;2.0;1.0;1.0;2.0;4.0;3.0;28.0;1;1
462;5.0;1.0;2.0;3.0;5.0;4.0;4.0;3.0;4.0;5.0;5.0;2.0;5.0;5.0;5.0;1.0;4.0;1.0;2.0;3.0;1.0;4.0;1.0;22.0;0;2
463;5.0;2.0;4.0;5.0;5.0;5.0;4.0;2.0;2.0;5.0;5.0;1.0;5.0;3.0;3.0;4.0;5.0;2.0;3.0;3.0;3.0;3.0;5.0;19.0;1;4
464;5.0;2.0;2.0;3.0;5.0;4.0;3.0;3.0;3.0;3.0;3.0;1.0;3.0;4.0;2.0;4.0;5.0;2.0;2.0;5.0;1.0;4.0;4.0;21.0;0;2
465;5.0;4.0;4.0;4.0;5.0;5.0;5.0;5.0;1.0;5.0;5.0;5.0;3.0;3.0;2.0;4.0;3.0;2.0;1.0;1.0;2.0;4.0;4.0;21.0;1;4
466;5.0;4.0;3.0;4.0;5.0;5.0;5.0;5.0;5.0;5.0;3.0;2.0;3.0;5.0;4.0;1.0;4.0;3.0;4.0;4.0;3.0;5.0;2.0;17.0;0;2
467;5.0;5.0;3.0;1.0;5.0;5.0;3.0;1.0;3.0;3.0;2.0;1.0;3.0;5.0;3.0;1.0;5.0;3.0;1.0;5.0;5.0;1.0;2.0;19.0;1;1
468;5.0;3.0;3.0;1.0;5.0;3.0;4.0;1.0;4.0;2.0;4.0;2.0;4.0;5.0;5.0;1.0;5.0;4.0;1.0;4.0;1.0;5.0;5.0;25.0;0;2
469;5.0;4.0;2.0;1.0;5.0;5.0;4.0;4.0;3.0;5.0;2.0;1.0;4.0;2.0;2.0;2.0;2.0;1.0;1.0;1.0;3.0;2.0;2.0;20.0;1;1
470;5.0;1.0;1.0;1.0;5.0;2.0;1.0;5.0;5.0;2.0;5.0;4.0;5.0;4.0;5.0;2.0;4.0;5.0;4.0;4.0;3.0;5.0;4.0;26.0;0;2
471;5.0;4.0;4.0;2.0;5.0;4.0;4.0;5.0;5.0;5.0;5.0;1.0;3.0;4.0;3.0;4.0;2.0;5.0;4.0;3.0;3.0;5.0;5.0;21.0;0;2
472;5.0;4.0;3.0;2.0;5.0;5.0;5.0;3.0;2.0;5.0;3.0;2.0;2.0;2.0;2.0;3.0;3.0;1.0;1.0;1.0;3.0;3.0;2.0;20.0;1;1
473;5.0;2.0;2.0;2.0;5.0;1.0;2.0;4.0;4.0;4.0;4.0;1.0;3.0;1.0;2.0;3.0;2.0;1.0;1.0;3.0;1.0;5.0;4.0;21.0;0;5
474;5.0;3.0;3.0;3.0;5.0;5.0;3.0;5.0;5.0;5.0;4.0;5.0;3.0;3.0;1.0;1.0;1.0;1.0;2.0;3.0;2.0;5.0;5.0;20.0;0;2
475;5.0;2.0;5.0;5.0;5.0;5.0;3.0;5.0;5.0;3.0;3.0;2.0;3.0;2.0;3.0;2.0;5.0;5.0;2.0;5.0;1.0;5.0;5.0;27.0;0;2
476;5.0;2.0;2.0;1.0;5.0;5.0;2.0;2.0;4.0;4.0;5.0;3.0;5.0;3.0;5.0;5.0;5.0;5.0;4.0;5.0;1.0;2.0;5.0;21.0;0;2
477;4.0;1.0;2.0;1.0;4.0;4.0;4.0;2.0;3.0;3.0;3.0;2.0;2.0;5.0;2.0;1.0;3.0;1.0;1.0;2.0;3.0;2.0;2.0;20.0;1;3
478;5.0;1.0;3.0;3.0;5.0;4.0;3.0;5.0;3.0;5.0;4.0;2.0;3.0;4.0;4.0;5.0;5.0;5.0;3.0;2.0;2.0;3.0;1.0;17.0;1;4
479;5.0;1.0;1.0;1.0;3.0;5.0;4.0;3.0;4.0;5.0;4.0;1.0;4.0;3.0;1.0;3.0;4.0;5.0;1.0;3.0;4.0;2.0;1.0;16.0;1;1
480;5.0;1.0;4.0;5.0;5.0;5.0;5.0;1.0;5.0;4.0;4.0;1.0;4.0;5.0;5.0;5.0;5.0;5.0;5.0;4.0;5.0;3.0;5.0;19.0;1;4
481;3.0;3.0;1.0;1.0;4.0;5.0;5.0;3.0;2.0;4.0;2.0;3.0;2.0;4.0;4.0;1.0;4.0;4.0;2.0;3.0;1.0;2.0;3.0;18.0;1;3
482;4.0;3.0;1.0;2.0;4.0;4.0;4.0;2.0;3.0;3.0;4.0;2.0;2.0;5.0;3.0;2.0;3.0;3.0;2.0;5.0;3.0;4.0;2.0;19.0;0;3
483;5.0;4.0;5.0;3.0;4.0;5.0;5.0;1.0;2.0;4.0;4.0;2.0;1.0;2.0;1.0;3.0;4.0;1.0;1.0;2.0;5.0;1.0;1.0;21.0;1;1
484;5.0;4.0;1.0;1.0;5.0;4.0;4.0;2.0;2.0;3.0;2.0;1.0;2.0;1.0;1.0;2.0;4.0;1.0;2.0;4.0;3.0;1.0;1.0;16.0;1;1
485;5.0;2.0;4.0;4.0;5.0;5.0;5.0;5.0;2.0;3.0;4.0;3.0;5.0;4.0;1.0;3.0;5.0;3.0;4.0;1.0;1.0;3.0;4.0;20.0;1;4
486;5.0;5.0;3.0;1.0;5.0;5.0;5.0;2.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;2.0;4.0;1.0;3.0;20.0;1;1
487;5.0;4.0;4.0;3.0;3.0;5.0;5.0;4.0;3.0;5.0;5.0;4.0;1.0;2.0;3.0;4.0;4.0;5.0;5.0;5.0;2.0;2.0;3.0;16.0;1;4
488;5.0;5.0;3.0;4.0;4.0;5.0;2.0;5.0;5.0;4.0;4.0;3.0;4.0;4.0;4.0;3.0;4.0;3.0;2.0;5.0;2.0;3.0;4.0;20.0;0;2
489;5.0;5.0;1.0;2.0;5.0;5.0;3.0;3.0;4.0;2.0;3.0;3.0;3.0;1.0;2.0;1.0;3.0;3.0;1.0;5.0;3.0;2.0;3.0;18.0;0;5
490;5.0;5.0;3.0;1.0;5.0;5.0;3.0;3.0;5.0;4.0;3.0;3.0;5.0;2.0;1.0;1.0;5.0;1.0;1.0;5.0;4.0;4.0;2.0;20.0;0;5
491;5.0;3.0;3.0;1.0;5.0;5.0;3.0;5.0;5.0;5.0;5.0;1.0;3.0;1.0;5.0;1.0;5.0;1.0;1.0;5.0;1.0;5.0;1.0;20.0;0;5
492;5.0;2.0;2.0;2.0;5.0;5.0;5.0;5.0;3.0;5.0;3.0;2.0;1.0;3.0;1.0;5.0;5.0;1.0;2.0;5.0;5.0;2.0;3.0;16.0;1;4
493;5.0;4.0;3.0;1.0;5.0;5.0;5.0;2.0;4.0;3.0;2.0;3.0;4.0;4.0;2.0;5.0;2.0;5.0;3.0;1.0;2.0;2.0;5.0;19.0;1;4
494;5.0;3.0;1.0;1.0;5.0;5.0;5.0;1.0;1.0;2.0;5.0;1.0;1.0;1.0;1.0;2.0;5.0;2.0;1.0;2.0;5.0;1.0;1.0;23.0;1;1
495;5.0;2.0;3.0;1.0;5.0;5.0;5.0;4.0;3.0;4.0;4.0;2.0;4.0;5.0;4.0;2.0;4.0;5.0;2.0;5.0;2.0;2.0;3.0;20.0;1;4
496;5.0;2.0;1.0;1.0;5.0;5.0;3.0;1.0;5.0;3.0;3.0;1.0;4.0;3.0;2.0;1.0;5.0;2.0;1.0;5.0;3.0;4.0;3.0;23.0;0;5
497;3.0;5.0;3.0;2.0;4.0;3.0;4.0;5.0;2.0;1.0;1.0;1.0;1.0;2.0;1.0;4.0;5.0;2.0;2.0;5.0;1.0;1.0;2.0;19.0;0;2
498;5.0;2.0;2.0;1.0;4.0;5.0;4.0;1.0;1.0;3.0;3.0;1.0;2.0;4.0;2.0;2.0;3.0;3.0;1.0;5.0;1.0;5.0;4.0;22.0;1;1
499;4.0;3.0;1.0;1.0;5.0;5.0;3.0;3.0;4.0;3.0;5.0;1.0;3.0;1.0;1.0;1.0;5.0;1.0;1.0;5.0;2.0;3.0;1.0;17.0;0;5
500;5.0;3.0;2.0;1.0;5.0;5.0;5.0;1.0;1.0;5.0;3.0;1.0;3.0;3.0;2.0;1.0;5.0;1.0;1.0;5.0;3.0;4.0;2.0;20.0;1;1
501;5.0;2.0;2.0;3.0;4.0;5.0;3.0;3.0;3.0;5.0;4.0;3.0;2.0;5.0;2.0;5.0;4.0;3.0;3.0;5.0;2.0;5.0;5.0;21.0;1;4
502;5.0;5.0;5.0;2.0;5.0;5.0;5.0;5.0;5.0;4.0;5.0;5.0;3.0;2.0;2.0;1.0;3.0;1.0;1.0;5.0;2.0;5.0;5.0;21.0;0;5
503;5.0;1.0;1.0;1.0;5.0;4.0;5.0;4.0;2.0;2.0;2.0;1.0;3.0;4.0;4.0;3.0;3.0;4.0;1.0;3.0;2.0;2.0;3.0;19.0;1;3
504;5.0;4.0;3.0;2.0;5.0;5.0;5.0;5.0;2.0;5.0;2.0;2.0;2.0;2.0;1.0;5.0;5.0;2.0;5.0;1.0;4.0;5.0;4.0;20.0;1;4
505;5.0;3.0;2.0;5.0;5.0;5.0;3.0;5.0;2.0;4.0;4.0;1.0;5.0;5.0;2.0;2.0;3.0;2.0;1.0;5.0;4.0;4.0;2.0;19.0;0;2
506;5.0;4.0;5.0;3.0;4.0;5.0;2.0;1.0;1.0;4.0;3.0;1.0;1.0;4.0;2.0;2.0;2.0;1.0;1.0;4.0;3.0;3.0;4.0;22.0;1;1
507;3.0;4.0;4.0;4.0;5.0;3.0;2.0;4.0;4.0;3.0;4.0;2.0;5.0;4.0;4.0;4.0;5.0;1.0;2.0;2.0;1.0;3.0;2.0;22.0;0;2
508;5.0;5.0;3.0;4.0;5.0;5.0;3.0;5.0;2.0;2.0;3.0;1.0;5.0;5.0;5.0;3.0;3.0;3.0;5.0;3.0;1.0;5.0;3.0;22.0;0;2
509;5.0;2.0;3.0;3.0;4.0;5.0;5.0;3.0;3.0;5.0;4.0;1.0;3.0;2.0;2.0;1.0;2.0;1.0;1.0;1.0;2.0;3.0;2.0;28.0;1;1
510;5.0;3.0;2.0;4.0;4.0;5.0;5.0;4.0;5.0;4.0;3.0;1.0;2.0;2.0;2.0;1.0;3.0;3.0;1.0;5.0;3.0;3.0;1.0;21.0;0;5
511;5.0;1.0;3.0;2.0;5.0;2.0;3.0;5.0;4.0;5.0;5.0;2.0;4.0;2.0;5.0;5.0;5.0;5.0;5.0;5.0;3.0;5.0;2.0;21.0;0;2
512;5.0;3.0;4.0;1.0;4.0;3.0;3.0;4.0;5.0;2.0;2.0;3.0;4.0;3.0;1.0;1.0;4.0;2.0;1.0;5.0;2.0;2.0;2.0;17.0;1;3
513;5.0;4.0;1.0;1.0;5.0;5.0;5.0;2.0;2.0;5.0;3.0;1.0;3.0;3.0;2.0;4.0;2.0;3.0;1.0;5.0;3.0;1.0;5.0;21.0;1;1
514;5.0;1.0;2.0;1.0;5.0;5.0;4.0;3.0;5.0;5.0;5.0;1.0;5.0;4.0;3.0;4.0;4.0;4.0;3.0;5.0;1.0;4.0;5.0;17.0;1;4
515;5.0;1.0;4.0;4.0;5.0;4.0;2.0;5.0;4.0;4.0;3.0;2.0;4.0;4.0;3.0;4.0;4.0;1.0;1.0;4.0;1.0;5.0;3.0;28.0;0;2
516;4.0;4.0;2.0;4.0;3.0;5.0;2.0;4.0;2.0;3.0;5.0;2.0;3.0;5.0;4.0;3.0;5.0;2.0;4.0;5.0;2.0;4.0;5.0;20.0;1;4
517;5.0;4.0;2.0;2.0;4.0;5.0;5.0;3.0;3.0;5.0;3.0;1.0;3.0;5.0;5.0;1.0;5.0;1.0;1.0;1.0;4.0;5.0;5.0;19.0;1;1
518;5.0;2.0;4.0;3.0;4.0;5.0;3.0;1.0;3.0;4.0;4.0;1.0;2.0;4.0;1.0;4.0;3.0;3.0;1.0;2.0;1.0;3.0;3.0;21.0;1;1
519;5.0;2.0;2.0;4.0;4.0;2.0;3.0;3.0;3.0;3.0;4.0;1.0;5.0;4.0;2.0;5.0;5.0;5.0;1.0;3.0;1.0;3.0;4.0;23.0;0;2
520;5.0;1.0;4.0;1.0;5.0;5.0;1.0;4.0;5.0;3.0;2.0;1.0;4.0;5.0;1.0;4.0;4.0;1.0;3.0;4.0;1.0;1.0;1.0;17.0;0;5
521;5.0;4.0;4.0;2.0;3.0;4.0;4.0;4.0;3.0;4.0;4.0;2.0;2.0;4.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;4.0;1.0;20.0;0;5
522;5.0;4.0;2.0;2.0;5.0;5.0;3.0;3.0;3.0;4.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;5.0;2.0;2.0;2.0;19.0;0;5
523;4.0;4.0;3.0;3.0;5.0;5.0;4.0;3.0;1.0;5.0;2.0;3.0;3.0;2.0;1.0;1.0;3.0;2.0;1.0;3.0;3.0;5.0;3.0;19.0;0;2
524;5.0;4.0;4.0;2.0;5.0;5.0;3.0;4.0;5.0;5.0;5.0;3.0;4.0;3.0;3.0;1.0;3.0;2.0;2.0;4.0;3.0;2.0;2.0;19.0;0;2
525;5.0;5.0;5.0;2.0;5.0;4.0;4.0;1.0;4.0;5.0;4.0;2.0;2.0;5.0;3.0;5.0;2.0;1.0;1.0;3.0;5.0;2.0;4.0;18.0;1;3
526;5.0;1.0;1.0;4.0;5.0;3.0;4.0;1.0;2.0;5.0;3.0;1.0;3.0;3.0;1.0;3.0;5.0;5.0;1.0;2.0;1.0;1.0;4.0;19.0;1;1
527;4.0;3.0;1.0;4.0;5.0;5.0;3.0;5.0;4.0;3.0;3.0;2.0;4.0;4.0;3.0;1.0;3.0;1.0;1.0;5.0;2.0;4.0;1.0;22.0;0;5
528;5.0;4.0;4.0;2.0;5.0;5.0;5.0;4.0;1.0;5.0;4.0;2.0;5.0;5.0;1.0;5.0;3.0;2.0;3.0;5.0;3.0;4.0;3.0;21.0;1;4
529;5.0;1.0;3.0;3.0;5.0;5.0;3.0;3.0;1.0;5.0;5.0;5.0;3.0;2.0;2.0;1.0;1.0;5.0;1.0;5.0;2.0;5.0;5.0;21.0;0;5
530;4.0;2.0;1.0;2.0;5.0;5.0;2.0;4.0;3.0;4.0;5.0;1.0;2.0;2.0;1.0;2.0;1.0;1.0;1.0;1.0;2.0;4.0;2.0;22.0;0;5
531;3.0;4.0;4.0;4.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;2.0;2.0;2.0;4.0;3.0;3.0;2.0;2.0;25.0;0;2
532;4.0;5.0;2.0;3.0;3.0;5.0;4.0;3.0;5.0;4.0;5.0;5.0;5.0;5.0;2.0;4.0;4.0;3.0;1.0;5.0;1.0;5.0;3.0;18.0;0;2
533;5.0;2.0;2.0;4.0;4.0;5.0;4.0;5.0;3.0;3.0;4.0;3.0;2.0;2.0;3.0;2.0;5.0;4.0;1.0;3.0;4.0;4.0;1.0;20.0;0;5
534;5.0;3.0;2.0;1.0;5.0;5.0;4.0;4.0;3.0;4.0;2.0;1.0;3.0;5.0;3.0;2.0;4.0;1.0;1.0;1.0;4.0;4.0;3.0;18.0;1;1
535;5.0;4.0;4.0;3.0;3.0;4.0;4.0;3.0;5.0;5.0;5.0;5.0;4.0;3.0;4.0;2.0;3.0;5.0;1.0;2.0;3.0;2.0;2.0;23.0;0;2
536;5.0;5.0;2.0;4.0;5.0;4.0;3.0;2.0;3.0;4.0;2.0;1.0;4.0;5.0;2.0;4.0;3.0;4.0;2.0;3.0;2.0;2.0;3.0;18.0;1;3
537;5.0;1.0;4.0;5.0;5.0;5.0;5.0;4.0;1.0;5.0;4.0;1.0;3.0;5.0;4.0;4.0;4.0;1.0;1.0;5.0;2.0;5.0;4.0;22.0;1;1
538;5.0;2.0;2.0;5.0;5.0;3.0;3.0;5.0;2.0;4.0;4.0;2.0;2.0;4.0;2.0;3.0;5.0;5.0;3.0;2.0;1.0;4.0;3.0;20.0;0;2
539;3.0;1.0;4.0;3.0;5.0;5.0;1.0;4.0;5.0;4.0;5.0;2.0;4.0;4.0;2.0;1.0;2.0;2.0;1.0;4.0;1.0;5.0;1.0;19.0;0;5
